Columna1	Columna2	Columna3	Columna4	Columna5
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17237	ASCORBIC PROMOCION	1	80	80
17251	BETAMETASONA 4MG/1ML AMP	1	14	14
17251	BETAMETASONA 4MG/1ML AMP	1	14	14
17251	BETAMETASONA 4MG/1ML AMP	1	14	14
17251	BETAMETASONA 4MG/1ML AMP	1	14	14
17251	BETAMETASONA 4MG/1ML AMP	1	14	14
17256	PROFEKED 2.5% GEL X30G	1	25.5	25.5
17310	COLAG HP 420GR VAINILLA	1	130	130
17310	COLAG HP 420GR VAINILLA	1	130	130
17310	COLAG HP 420GR VAINILLA	1	130	130
17323	ZITROLAB 200MG/5ML SUSP X15ML	1	30	30
17323	ZITROLAB 200MG/5ML SUSP X15ML	1	30	30
17323	ZITROLAB 200MG/5ML SUSP X15ML	1	30	30
17323	ZITROLAB 200MG/5ML SUSP X15ML	1	30	30
17323	ZITROLAB 200MG/5ML SUSP X15ML	1	30	30
17323	ZITROLAB 200MG/5ML SUSP X15ML	1	30	30
17323	ZITROLAB 200MG/5ML SUSP X15ML	1	30	30
17348	PARACETAMOL 120MG/5ML SOL.ORAL X60ML	1	6	6
17348	PARACETAMOL 120MG/5ML SOL.ORAL X60ML	1	6	6
17363	RX TORAX AP	1	70	70
17363	RX TORAX AP	1	70	70
17363	RX TORAX AP	1	70	70
17363	RX TORAX AP	1	70	70
17363	RX TORAX AP	1	70	70
17363	RX TORAX AP	1	70	70
17363	RX TORAX AP	1	70	70
17363	RX TORAX AP	1	70	70
17363	RX TORAX AP	1	70	70
17412	CLORURO DE SODIO 0,9% X250ML	2	9.5	19
17412	CLORURO DE SODIO 0,9% X250ML	1	9.5	9.5
17412	CLORURO DE SODIO 0,9% X250ML	1	9.5	9.5
17412	CLORURO DE SODIO 0,9% X250ML	1	9.5	9.5
17412	CLORURO DE SODIO 0,9% X250ML	1	9.5	9.5
17412	CLORURO DE SODIO 0,9% X250ML	1	9.5	9.5
17412	CLORURO DE SODIO 0,9% X250ML	1	9.5	9.5
17412	CLORURO DE SODIO 0,9% X250ML	1	9.5	9.5
17412	CLORURO DE SODIO 0,9% X250ML	1	9.5	9.5
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	4	15	60
17412	CLORURO DE SODIO 0,9% X250ML	3	15	45
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	4	15	60
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17412	CLORURO DE SODIO 0,9% X250ML	1	15	15
17450	TERBIFUN 1% SPRAY X30ML	1	27	27
17450	TERBIFUN 1% SPRAY X30ML	1	27	27
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17493	GASEOVET MS SUSP X220ML	1	30	30
17499	AFTOTEX SOLUCION SPRAY X30ML	1	40	40
17499	AFTOTEX SOLUCION SPRAY X30ML	1	40	40
17508	GENOGEL PLUS POTE X500G	1	130	130
17508	GENOGEL PLUS POTE X500G	1	130	130
17508	GENOGEL PLUS POTE X500G	1	130	130
17509	PROTEVIT KIDS POTE 1000G VAINILLA	1	150	150
17510	VITACARE POTE 1000G VAINILLA	1	150	150
17510	VITACARE POTE 1000G VAINILLA	1	150	150
17510	VITACARE POTE 1000G VAINILLA	1	150	150
17510	VITACARE POTE 1000G VAINILLA	1	150	150
17510	VITACARE POTE 1000G VAINILLA	1	150	150
17510	VITACARE POTE 1000G VAINILLA	1	150	150
17511	GLUCENIL D POTE X1000G	1	150	150
17512	NEUMOPUL POTE 500G VAINILLA	1	130	130
17513	SUMAQ MUJER POTE 500G AGUAJE	1	130	130
17527	GERIA CARE POTE X1000G	1	150	150
17527	GERIA CARE POTE X1000G	1	150	150
17535	PARACETAMOL 1000MG/100ML (IV) AMP	1	42.5	42.5
17535	PARACETAMOL 1000MG/100ML (IV) AMP	1	42.5	42.5
17535	PARACETAMOL 1000MG/100ML (IV) AMP	1	42.5	42.5
17535	PARACETAMOL 1000MG/100ML (IV) AMP	1	42.5	42.5
17544	CARNET DE SANIDAD HUAURA	1	40	40
17545	CARNET DE SANIDAD SANTA MARIA	1	50	50
17606	DOMICILIO TOMA DE MUESTRA	1	20	20
17630	MUCOCETIL 100MG/5ML SOL.ORAL X120ML	1	24	24
17630	MUCOCETIL 100MG/5ML SOL.ORAL X120ML	1	24	24
17630	MUCOCETIL 100MG/5ML SOL.ORAL X120ML	1	24	24
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17647	CONSULTA MEDICINA GENERAL DR B.BAYONA	1	45	45
17662	ZITRAT MG 300G PI¥A	1	75	75
17674	MEGADERM CREMA X10G	1	10	10
17683	PALATOX 15MG/5ML JRBE X120ML	1	13.9	13.9
17683	PALATOX 15MG/5ML JRBE X120ML	1	13.9	13.9
17685	CLAVUTRIM 250MG/5ML SUSP X60ML	1	14.9	14.9
17689	ACIDO FUSIDICO 2% CREMA X15G	1	20	20
17700	DIMENS 5MG/5ML JRBE X120ML	1	25	25
17702	BIONIS 15MG/5ML SOL.ORAL X100ML	1	36	36
17723	CONSULTA MEDICINA GENERAL DRA M.MAITA	1	45	45
17723	CONSULTA MEDICINA GENERAL DRA M.MAITA	1	45	45
17723	CONSULTA MEDICINA GENERAL DRA M.MAITA	1	45	45
17723	CONSULTA MEDICINA GENERAL DRA M.MAITA	1	45	45
17727	IBUSOL 100MG/5ML SUSP X60ML	1	12	12
17727	IBUSOL 100MG/5ML SUSP X60ML	1	12	12
17727	IBUSOL 100MG/5ML SUSP X60ML	1	12	12
17727	IBUSOL 100MG/5ML SUSP X60ML	1	12	12
17727	IBUSOL 100MG/5ML SUSP X60ML	1	12	12
17727	IBUSOL 100MG/5ML SUSP X60ML	1	12	12
17727	IBUSOL 100MG/5ML SUSP X60ML	1	12	12
17727	IBUSOL 100MG/5ML SUSP X60ML	1	12	12
17731	PRONOLIS HD 120MG/4.8ML MONO 2.5%	2	1300	2,600.00
17732	INSULINA APLICACION 1-3 WOSULIN N	3	20	60
17732	INSULINA APLICACION 1-3 WOSULIN N	2	20	40
17736	FOSFUROL 3G SOB X1	1	48	48
17746	ALERGIZINA 5MG/5ML JRBE X60ML	1	24	24
17746	ALERGIZINA 5MG/5ML JRBE X60ML	1	24	24
17746	ALERGIZINA 5MG/5ML JRBE X60ML	1	24	24
17805	AERO-SIM 80MG/1ML GOTAS X15ML FRESA	1	20	20
17805	AERO-SIM 80MG/1ML GOTAS X15ML FRESA	1	20	20
17806	OTIDOL NF SOL.OTICA X5ML	1	14	14
17806	OTIDOL NF SOL.OTICA X5ML	1	14	14
17806	OTIDOL NF SOL.OTICA X5ML	1	14	14
17806	OTIDOL NF SOL.OTICA X5ML	1	14	14
17808	FRUTTIPED FRESA X500ML	1	9	9
17816	CLOBULER 15MG/5ML JRBE X100ML	1	14	14
17827	DOLOL 160MG/5ML JRBE X60ML	1	10.5	10.5
17827	DOLOL 160MG/5ML JRBE X60ML	1	10.5	10.5
17849	ACICLAV 500MG+125MG TAB	21	2.5	52.5
17851	ACICLOVIR 400MG TAB	2	1	2
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	4	1	4
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	3	1	3
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	2	1	2
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17853	AGUA ESTERIL PARA INYEC.AMP	1	1	1
17854	ALBENDAZOL 200MG TAB	4	1	4
17854	ALBENDAZOL 200MG TAB	6	1	6
17855	ALERCHECK PLUS 10MG CAP	10	1.5	15
17855	ALERCHECK PLUS 10MG CAP	6	1.5	9
17855	ALERCHECK PLUS 10MG CAP	6	1.5	9
17855	ALERCHECK PLUS 10MG CAP	6	1.5	9
17855	ALERCHECK PLUS 10MG CAP	6	1.5	9
17855	ALERCHECK PLUS 10MG CAP	6	1.5	9
17855	ALERCHECK PLUS 10MG CAP	6	1.5	9
17855	ALERCHECK PLUS 10MG CAP	6	1.5	9
17855	ALERCHECK PLUS 10MG CAP	6	1.5	9
17855	ALERCHECK PLUS 10MG CAP	6	1.5	9
17855	ALERCHECK PLUS 10MG CAP	3	1.5	4.5
17855	ALERCHECK PLUS 10MG CAP	6	1.5	9
17855	ALERCHECK PLUS 10MG CAP	6	1.5	9
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	1	5.7	5.7
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	1	5.7	5.7
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	8	5.7	45.6
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	6	5.7	34.2
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	8	5.7	45.6
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	1	5.7	5.7
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	1	5.7	5.7
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17858	AMIKACINA 500MG/2ML (IM/IV) AMP	2	5.7	11.4
17860	ASSA 81MG TAB	20	1	20
17861	ATORVASTATINA 20MG TAB BLSTX10	2	3	6
17864	AZITROMICINA 500MG TAB	3	3	9
17864	AZITROMICINA 500MG TAB	5	3	15
17867	BENCILPENIC BENZATINICA 1200000 AMP	1	8	8
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	3	8.5	25.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	2	8.5	17
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	1	8.5	8.5
17869	BENCILPENIC PROCAINICA 1000000 AMP	5	8.5	42.5
17873	BONACOXIB 90MG TAB	7	4	28
17875	CAPTOPRIL 25MG TAB BLSTX10	1	2	2
17876	CEFTRIAXONA 1G AMP	3	8	24
17876	CEFTRIAXONA 1G AMP	2	8	16
17876	CEFTRIAXONA 1G AMP	1	8	8
17876	CEFTRIAXONA 1G AMP	1	8	8
17876	CEFTRIAXONA 1G AMP	2	8	16
17876	CEFTRIAXONA 1G AMP	2	8	16
17876	CEFTRIAXONA 1G AMP	4	8	32
17876	CEFTRIAXONA 1G AMP	2	8	16
17876	CEFTRIAXONA 1G AMP	2	8	16
17876	CEFTRIAXONA 1G AMP	2	8	16
17876	CEFTRIAXONA 1G AMP	2	8	16
17876	CEFTRIAXONA 1G AMP	2	8	16
17876	CEFTRIAXONA 1G AMP	1	8	8
17876	CEFTRIAXONA 1G AMP	2	8	16
17876	CEFTRIAXONA 1G AMP	2	8	16
17876	CEFTRIAXONA 1G AMP	1	8	8
17876	CEFTRIAXONA 1G AMP	1	8	8
17876	CEFTRIAXONA 1G AMP	2	8	16
17876	CEFTRIAXONA 1G AMP	2	8	16
17876	CEFTRIAXONA 1G AMP	1	8	8
17876	CEFTRIAXONA 1G AMP	1	8	8
17876	CEFTRIAXONA 1G AMP	1	8	8
17876	CEFTRIAXONA 1G AMP	1	8	8
17876	CEFTRIAXONA 1G AMP	1	8	8
17876	CEFTRIAXONA 1G AMP	1	8	8
17876	CEFTRIAXONA 1G AMP	1	8	8
17879	CIPROFLOXACINO 500MG TAB BLSTX10	3	5	15
17880	CLARITROX 500MG TAB	20	2.5	50
17880	CLARITROX 500MG TAB	20	2.5	50
17880	CLARITROX 500MG TAB	20	2.5	50
17880	CLARITROX 500MG TAB	20	2.5	50
17880	CLARITROX 500MG TAB	20	2.5	50
17880	CLARITROX 500MG TAB	4	2.5	10
17880	CLARITROX 500MG TAB	4	2.5	10
17884	CLORFEDAN 10MG/1ML (IM/IV) AMP	1	5.6	5.6
17884	CLORFEDAN 10MG/1ML (IM/IV) AMP	1	5.6	5.6
17888	DESAZONA 4MG TAB	6	0.5	3
17889	DEXCORTIL 4MG/2ML (IM/IV) AMP	1	4.7	4.7
17889	DEXCORTIL 4MG/2ML (IM/IV) AMP	1	4.7	4.7
17889	DEXCORTIL 4MG/2ML (IM/IV) AMP	1	4.7	4.7
17889	DEXCORTIL 4MG/2ML (IM/IV) AMP	1	4.7	4.7
17889	DEXCORTIL 4MG/2ML (IM/IV) AMP	1	4.7	4.7
17889	DEXCORTIL 4MG/2ML (IM/IV) AMP	1	4.7	4.7
17889	DEXCORTIL 4MG/2ML (IM/IV) AMP	1	4.7	4.7
17889	DEXCORTIL 4MG/2ML (IM/IV) AMP	1	4.7	4.7
17889	DEXCORTIL 4MG/2ML (IM/IV) AMP	1	4.7	4.7
17890	DEXIDE SR 1000 TAB	10	4	40
17890	DEXIDE SR 1000 TAB	1	4	4
17890	DEXIDE SR 1000 TAB	4	4	16
17892	DICLOFIX 75MG/3ML (IM) AMP	3	5	15
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	3	5	15
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	3	5	15
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	1	5	5
17892	DICLOFIX 75MG/3ML (IM) AMP	3	5	15
17893	DI-PROKET 150MG CAP	6	4	24
17898	DOLALIVIO COLIK TAB	9	1.15	10.35
17902	DR.FLU CAP.BLANDAS	2	1.5	3
17904	ENALAPRIL 20MG TAB BLSTX10	2	4	8
17905	ENTEROGERMINA AMP.BEBIBLE	6	6	36
17905	ENTEROGERMINA AMP.BEBIBLE	10	6	60
17905	ENTEROGERMINA AMP.BEBIBLE	6	6	36
17905	ENTEROGERMINA AMP.BEBIBLE	6	6	36
17912	FLEX 4MG TAB	6	3.5	21
17912	FLEX 4MG TAB	6	3.5	21
17912	FLEX 4MG TAB	3	3.5	10.5
17913	FLOREA CAP	5	3	15
17913	FLOREA CAP	2	3	6
17913	FLOREA CAP	10	3	30
17913	FLOREA CAP	10	3	30
17913	FLOREA CAP	10	3	30
17913	FLOREA CAP	10	3	30
17916	FLUIMEXINA 600MG SOB	5	3.5	17.5
17916	FLUIMEXINA 600MG SOB	10	3.5	35
17916	FLUIMEXINA 600MG SOB	10	3.5	35
17916	FLUIMEXINA 600MG SOB	10	3.5	35
17923	GLYCOLAX 17G SOB	1	6	6
17924	GRAVDAN 50MG/5ML (IM/IV) AMP	1	4	4
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17925	HCG PRUEBA EMBARAZO RAPIDA	1	15	15
17926	HEPABIONTA 2ML AMP	1	25	25
17926	HEPABIONTA 2ML AMP	1	25	25
17926	HEPABIONTA 2ML AMP	1	25	25
17926	HEPABIONTA 2ML AMP	1	25	25
17926	HEPABIONTA 2ML AMP	3	25	75
17926	HEPABIONTA 2ML AMP	2	25	50
17926	HEPABIONTA 2ML AMP	1	25	25
17926	HEPABIONTA 2ML AMP	1	25	25
17926	HEPABIONTA 2ML AMP	1	25	25
17926	HEPABIONTA 2ML AMP	4	25	100
17926	HEPABIONTA 2ML AMP	4	25	100
17934	KETOPROFENO 100MG/2ML (IM) AMP	1	5.5	5.5
17934	KETOPROFENO 100MG/2ML (IM) AMP	1	5.5	5.5
17934	KETOPROFENO 100MG/2ML (IM) AMP	1	5.5	5.5
17934	KETOPROFENO 100MG/2ML (IM) AMP	1	5.5	5.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	3	12.5	37.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
17935	KETOPROPHARM 100MG/5ML (IV) AMP	1	12.5	12.5
